,Name,International reputation,Number of playstyles,Wage_thous(€),Avg_Rating,Value_mill(€),Team,Body type_Unique,PlayStyles +_Unique playstyles+,ContLength
1022,D. Solanke,1,2,53.0,79.0,18.0,8.123809523809523,0,0,9
3985,O. Bevan,1,0,3.0,65.0,0.5,8.123809523809523,0,0,6
3405,J. Ward,1,2,28.0,73.0,1.6,11.011904761904763,0,0,14
3895,H. Trent,1,0,0.8,57.0,0.14,3.185,0,0,2
3008,Ivo Rodrigues,1,3,11.0,72.0,2.4,2.4,0,0,3
4090,L. Pastrán,1,1,4.0,73.0,2.7,2.35,0,0,4
1571,J. Otero,1,5,12.0,74.0,4.3,2.45,0,0,4
4463,23 T. Bornemann,1,0,0.75,62.5,0.45,0.9343750000000001,0,0,3
217,B. White,2,1,110.0,83.0,35.0,26.811666666666667,0,0,8
867,S. El Shaarawy,3,3,66.0,79.0,17.0,14.482000000000001,0,0,5
3043,J. Van Cleemput,1,1,7.0,70.5,1.6,2.585714285714286,0,0,5
3160,M. Kempf,2,6,11.0,72.5,2.2,2.671875,0,0,5
4820,F. Torres,1,2,7.0,76.0,4.8,3.45,0,0,5
3351,K. Darlow,1,1,25.0,73.0,1.5,5.6796875,0,0,4
668,B. Mbeumo,1,2,59.0,80.5,24.0,8.309999999999999,0,0,8
2401,V. Loturi,1,3,2.0,70.5,1.5,0.7666666666666666,0,0,4
4156,L. Zeefuik,1,2,1.0,71.0,1.4,5.2823529411764705,0,0,6
2645,A. Molinas,1,2,10.0,76.0,5.5,2.4916666666666667,0,0,4
1013,Kenedy,1,3,10.0,73.0,3.2,4.813888888888889,0,0,6
1262,Oriol Romeu,2,2,125.0,80.0,15.0,30.885714285714283,0,0,4
872,L. Insigne,4,7,13.0,80.0,16.5,3.875,1,0,5
3925,M. Al Sahafi,1,0,3.0,64.5,0.375,11.777777777777779,0,0,7
831,J. Sargent,1,1,29.0,76.0,6.0,3.1,0,0,8
2452,N. Fonseca,1,0,11.0,72.5,2.6,4.885714285714286,0,0,5
4157,R. Sava,1,0,3.0,73.0,2.2,1.6375,0,0,5
1657,L. Podolski,3,6,6.0,72.0,0.8,0.49,0,0,5
3410,C. Zambrano,2,1,1.0,73.0,1.5,0.905,0,0,2
4858,22 D. Ventúra,1,2,1.0,63.5,0.45,0.45,0,0,4
2784,A. Yusuf,1,3,16.0,75.0,3.5,3.627083333333333,0,0,5
4060,Marian Huja,1,1,2.0,69.5,1.5,1.175,0,0,5
4757,23 A. Hoff,1,0,0.5,63.0,0.24,0.24,0,0,5
135,Q. Timber,1,2,16.0,80.5,21.5,11.984210526315788,0,0,5
2223,Willian José,2,2,25.0,76.0,6.5,12.610294117647058,0,0,5
526,David Neres,3,7,18.0,80.0,23.0,16.650000000000002,0,0,6
4344,D. Williams,1,0,7.0,69.0,0.825,17.2421875,0,0,4
3038,Christian Rivera,1,1,6.0,72.5,2.1,2.45,0,0,5
2179,16 A. Arshavin,2,3,25.0,75.0,2.1,2.1,0,0,2
641,J. Foyth,1,5,34.0,81.5,25.5,12.007352941176471,0,0,6
2148,D. Cheryshev,2,1,4.0,72.0,1.9,1.8714285714285714,0,0,3
3098,C. Teuchert,1,1,19.0,71.5,2.2,1.8275,0,0,3
3705,P. Nkoa,1,0,2.0,66.5,0.9,0.8875,0,0,5
2981,Park Dong Jin,1,3,2.0,62.0,0.4,1.8666666666666665,0,0,7
2626,Y. Maçon,1,1,5.0,72.5,2.4,2.4805555555555556,0,0,5
461,D. Alaba,4,3,200.0,85.0,37.0,37.88035714285714,0,0,6
4891,D. Yongwa,1,1,13.0,75.5,4.5,4.033333333333333,0,0,5
1326,Lee Sang min,1,2,0.55,67.5,0.775,0.5842857142857143,0,0,6
3813,L. Agazzi,1,0,0.5,70.5,1.5,1.325,0,0,3
1852,H. Burrows,1,1,3.0,71.0,2.2,1.306875,0,0,6
3495,U. Kabić,1,0,5.0,69.5,1.3,12.97272727272727,0,0,5
4803,22 Y. Yuzawa,1,0,0.95,60.0,0.24,0.5575,0,0,4
1349,G. Kochorashvili,1,0,5.0,71.5,2.4,2.136111111111111,0,0,7
3133,M. Targett,1,0,71.0,75.0,5.5,16.398076923076925,0,0,5
4570,T. Ali,1,3,4.0,68.5,1.4,1.8638888888888887,0,0,4
1250,C. Clark,2,1,12.0,69.0,0.675,1.6204545454545454,0,0,2
1815,A. Pyrka,1,2,2.0,69.0,1.5,1.5,0,0,6
70,D. Doué,1,2,13.0,79.5,9.0,8.405555555555557,0,0,5
3788,L. Janeš,1,0,2.0,64.5,0.45,4.6499999999999995,0,0,3
728,H. Lozano,3,4,26.0,80.0,22.5,12.396875,0,0,6
866,J. Fleck,1,1,23.0,70.0,1.3,2.6,0,0,1
2178,Santi Cazorla,3,5,8.0,75.0,1.8,1.7399999999999998,0,0,2
4473,H. Johansson,1,0,0.7,63.5,0.475,0.7208333333333333,0,0,6
3996,B. Schlicke,1,0,0.5,65.5,0.325,1.65625,0,0,3
4741,O. Dumont,1,0,2.0,65.5,0.725,2.397727272727273,0,0,3
4279,L. Chávez,1,2,0.5,67.5,1.1,1.0999999999999999,0,0,8
472,M. Locatelli,2,3,105.0,84.0,38.5,19.266666666666666,0,0,6
1371,L. Querfeld,1,2,7.0,76.5,3.8,1.9159090909090908,0,0,5
660,T. Land,1,2,0.5,73.0,1.2,12.396875,0,0,4
57,E. Ferguson,1,1,26.0,80.0,10.0,7.848958333333333,0,0,9
3020,S. Deli,1,3,8.0,70.0,1.1,0.5337500000000001,0,0,2
3297,23 Rafinha,2,6,74.0,78.0,13.5,36.855357142857144,0,0,4
2493,A. Milambo,1,0,1.0,72.5,1.5,11.984210526315788,0,0,8
4623,23 A. Mlinaric,1,1,0.7,62.0,0.325,0.665,0,0,2
246,N. Lang,1,6,21.0,81.5,26.5,12.396875,0,0,6
1332,Aleix Garrido,1,2,15.0,71.0,1.7,30.885714285714283,0,0,4
3610,Garriel,1,0,0.7,70.5,1.3,4.813888888888889,0,0,6
2550,S. Breza,1,1,1.0,66.0,0.65,1.4555555555555555,0,0,2
4337,D. Crisostomo,1,0,1.0,60.5,0.3,5.517857142857143,0,0,1
976,K. Lewis-Potter,1,3,33.0,76.0,5.5,8.309999999999999,0,0,7
2433,N. Sattlberger,1,0,4.0,73.5,2.3,1.9159090909090908,0,0,4
271,T. Hernández,3,7,90.0,86.5,66.0,27.33409090909091,1,0,8
3039,S. Humphrys,1,2,5.0,68.0,1.3,0.9500000000000001,0,0,4
2748,Klauss,1,2,9.0,74.5,5.0,3.8833333333333333,0,0,4
1368,Luiz Henrique,1,2,21.0,81.0,23.5,12.610294117647058,0,0,7
294,S. Chukwueze,1,3,66.0,81.5,29.0,27.33409090909091,0,0,6
1497,Y. Yazıcı,1,5,29.0,75.5,6.5,9.093333333333334,0,0,6
2814,W. Geubbels,1,2,5.0,73.0,3.2,2.305,0,0,3
3162,B. Engels,2,3,17.0,71.0,1.6,3.627083333333333,0,0,6
4688,21 D. Bashlay,1,0,0.9,59.0,0.18,0.18,0,0,3
965,M. Aarons,1,3,28.0,75.5,4.3,8.123809523809523,0,0,5
1536,N. Casale,1,2,42.0,79.5,16.5,15.7,0,0,6
195,A. Hickey,1,1,32.0,79.0,11.5,8.309999999999999,0,0,5
514,T. Partey,2,5,140.0,84.0,35.5,26.811666666666667,0,0,6
3791,B. Pointon,1,1,2.0,65.0,0.525,0.5375000000000001,0,0,4
3896,23 S. Meijer,1,0,0.55,63.5,0.55,0.6841666666666667,0,0,3
1507,E. Reynoso,2,4,12.0,79.0,18.5,2.624090909090909,0,0,6
1939,A. Dossena,1,4,16.0,75.5,4.2,3.9475000000000002,0,0,6
1001,N. Collins,1,0,3.0,71.5,1.2,8.80952380952381,0,0,6
2234,Pepe Reina,3,1,13.0,76.0,0.825,12.007352941176471,1,0,3
406,J. Trafford,1,2,14.0,77.5,4.0,4.2375,0,0,6
2980,K. Jóźwiak,1,1,9.0,69.5,1.7,4.322222222222222,0,0,2
32,P. Brunner,1,0,2.0,76.0,2.3,21.90416666666667,0,0,3
1926,D. Chambost,1,1,5.0,70.5,1.8,2.4805555555555556,0,0,3
854,Nico González,1,1,9.0,79.0,11.0,12.614285714285714,0,0,6
1482,N. Colombo,1,0,12.0,74.5,3.7,4.74375,0,0,5
2491,F. Zapiola,1,0,6.0,71.5,2.5,3.9285714285714284,0,0,4
3305,J. Schmid,2,2,4.0,68.0,0.625,0.96875,0,0,2
3322,23 S. Kagawa,3,3,10.0,71.0,1.2,2.397727272727273,0,0,2
1141,F. Gatti,1,3,78.0,80.0,17.5,19.266666666666666,0,0,6
971,C. Baumgartner,2,4,48.0,81.5,26.5,28.642857142857142,0,0,6
630,M. Svilar,1,2,23.0,74.5,2.8,14.482000000000001,0,0,6
3363,A. Yarmolenko,3,4,1.0,75.0,3.5,5.307142857142857,0,0,3
4189,T. O'Reilly,1,0,6.0,68.5,0.775,15.68148148148148,0,0,6
2872,L. Wing,1,4,4.0,69.0,1.2,1.0074999999999998,0,0,4
3954,N. Lebreton,1,0,0.85,71.0,1.2,0.7516666666666666,0,0,4
4299,A. Benarous,1,3,4.0,69.0,0.95,1.3587500000000001,0,0,5
521,G. Donnarumma,3,0,90.0,88.5,85.0,36.855357142857144,1,0,6
1172,Tuta,2,3,27.0,78.0,9.5,8.80952380952381,0,0,8
3325,22 Rafael,2,2,33.0,76.0,6.5,3.675,0,0,3
1437,J. Zemura,1,0,8.0,73.0,2.4,4.6656249999999995,0,0,5
2078,S. Michel,1,2,21.0,72.0,1.9,5.495588235294117,0,0,3
378,R. Loftus-Cheek,1,2,74.0,81.0,27.5,27.33409090909091,0,0,5
1391,P. Nuamah,1,0,0.5,67.5,0.55,1.08,0,0,4
1442,Gorosabel,1,2,21.0,76.5,8.0,3.7083333333333335,0,0,2
1176,T. Anjorin,1,4,3.0,70.5,1.9,1.2,0,0,8
1051,M. Garananga,1,0,3.0,67.5,1.0,1.185,0,0,4
3582,G. Simenstad,1,0,0.75,64.5,0.55,0.39,0,0,3
3777,Lin Wenjie,1,0,0.95,54.0,0.1,1.1375000000000002,0,0,5
1791,M. Mohamed,2,2,23.0,76.5,7.5,3.815,0,0,5
9,R. Calafiori,1,3,20.0,80.5,15.5,9.726470588235294,0,0,5
4485,S. Meuer,1,0,0.7,63.5,0.5,0.525,0,0,2
1272,S. Savić,2,2,57.0,81.0,16.5,20.312037037037037,0,0,10
4390,M. Osmajić,1,0,18.0,72.5,2.4,1.2520833333333332,0,0,5
2464,G. Vidović,1,0,0.5,75.5,2.9,2.1,0,0,4
4999,K. Koindredi,1,2,5.0,74.5,3.1,18.677272727272726,0,0,5
4366,A. Nilsson,1,0,0.65,68.0,0.775,0.521875,0,0,3
4458,M. Grzybek,1,2,3.0,65.0,0.7,0.7,0,0,4
1754,C. Wooh,1,1,22.0,76.0,4.4,8.405555555555557,0,0,5
2828,F. Moyano,1,0,9.0,72.0,2.3,3.3666666666666667,0,0,5
4631,R. Ivanov,1,3,7.0,69.0,1.2,1.4333333333333333,0,0,3
4184,A. Marcucci,1,2,0.8,56.5,0.16,2.2066666666666666,0,0,8
253,Francés,1,1,5.0,75.5,3.8,1.845,0,0,7
1941,C. O'Hare,1,3,35.0,75.5,5.5,4.1375,0,0,5
3787,F. Bergonzi,1,1,0.95,68.5,1.4,1.325,0,0,5
3403,R. Zieler,2,0,18.0,74.0,0.725,1.8275,0,0,7
3118,Quintillà,1,0,4.0,67.5,1.1,1.4500000000000002,0,0,2
2287,C. Konaté,1,0,3.0,71.0,2.1,2.0678571428571426,0,0,5
720,Fred,3,4,48.0,82.0,29.0,10.398863636363636,0,1,5
938,Ilias,1,0,16.0,77.5,6.5,12.007352941176471,0,0,4
122,Vini Jr.,5,7,310.0,91.5,158.5,37.88035714285714,0,1,10
4913,F. Mera,1,0,0.5,67.0,0.825,1.4750000000000003,0,0,4
2539,W. Carmona,1,3,2.0,68.5,1.3,2.2066666666666666,0,0,4
4016,23 Fabinho,1,0,2.0,66.0,0.85,2.397727272727273,0,0,3
829,L. Foster,1,1,27.0,75.5,4.2,4.2375,0,0,5
87,F. Miretti,1,1,42.0,81.5,13.5,19.266666666666666,0,0,7
3058,H. Winks,1,1,38.0,76.5,7.5,4.782291666666667,0,0,4
528,J. Clauss,2,5,43.0,80.0,18.0,8.677777777777777,0,0,4
3769,T. Strata,1,0,0.5,67.0,0.725,1.1625,0,0,5
3783,Ronald,1,0,14.0,73.0,2.6,2.2916666666666665,0,0,4
1958,R. Kouamé,1,4,23.0,73.0,3.3,4.890909090909091,0,0,4
161,R. Nelson,1,2,74.0,78.0,9.0,26.811666666666667,0,0,12
1410,E. Topçu,1,3,4.0,71.0,2.1,1.6333333333333335,0,0,9
4176,Vaquero,1,0,1.0,67.0,0.575,1.845,0,0,3
545,H. López Muñoz,1,6,7.0,77.5,8.5,2.1824999999999997,0,0,3
4887,20 A. Murialdo,1,1,0.85,62.5,0.375,0.2625,0,0,4
2716,F. Mambimbi,1,1,3.0,68.0,1.1,2.305,0,0,3
4048,Miguel Nóbrega,1,0,4.0,72.5,2.6,2.2464285714285714,0,0,4
3317,J. Lascelles,2,2,78.0,76.0,6.5,16.398076923076925,0,0,12
4711,N. Ninua,1,0,0.5,68.0,1.2,2.965625,0,0,5
263,Carvajal,3,3,185.0,84.0,30.5,37.88035714285714,1,0,13
4512,M. Fixelles,1,0,4.0,67.0,0.95,1.8375,0,0,5
788,Saúl Coco,1,2,15.0,78.5,10.5,10.990909090909092,0,0,6
3689,N. Lawrence,1,0,5.0,66.5,0.675,2.775,0,0,4
3287,M. Bizot,2,3,17.0,78.0,7.0,11.5,0,0,6
890,U. Çiftçi,1,1,5.0,66.0,0.625,0.44800000000000006,0,0,10
4926,D. Villalba,1,0,0.5,65.0,0.475,0.6283333333333333,0,0,1
1606,22 D. Reyes,1,0,22.0,70.5,1.5,1.5,0,0,4
1418,M. Balikwisha,1,3,22.0,77.0,7.0,3.627083333333333,0,0,6
2722,A. Jahouh,1,4,0.95,69.0,0.475,0.2925,0,0,3
847,S. Abdul Samed,1,1,26.0,77.5,9.5,11.217857142857143,0,0,7
4838,M. Bogarde,1,0,5.0,70.5,1.5,7.265625,0,0,6
3195,L. Depoitre,1,3,10.0,68.0,0.575,2.725,0,0,6
1760,T. Kristensen,1,6,6.0,75.5,3.3,4.6656249999999995,0,0,6
3683,K. Heide,1,0,0.5,65.0,0.45,0.6812499999999999,0,0,4
401,C. Klaus,1,0,4.0,67.0,0.7,1.7166666666666666,0,0,7
4785,N. Geyrhofer,1,1,3.0,67.0,0.85,1.46875,0,0,6
4683,O. Maritu,1,2,7.0,74.5,3.6,3.6,0,0,7
3122,G. Letizia,1,1,2.0,69.0,0.725,1.325,0,0,9
4684,F. Pedersen,1,0,0.55,64.5,0.475,0.521875,0,0,4
4130,A. Bendle,1,0,0.7,62.5,0.325,0.43,0,0,3
4415,Rodrigo Guth,1,2,8.0,74.5,3.5,1.94,0,0,6
1412,A. Aravena,1,1,7.0,77.5,6.5,2.3857142857142857,0,0,5
775,K. Sildillia,1,1,14.0,76.5,6.0,10.713333333333333,0,0,6
3343,23 J. Pastore,3,3,18.0,74.0,2.6,1.625,0,0,3
4195,B. Yıldırım,1,0,10.0,69.5,1.7,8.405555555555557,0,0,6
3937,K. Rodríguez,1,2,8.0,72.0,2.2,3.163888888888889,0,0,5
1160,C. Klarer,1,2,14.0,75.0,3.4,1.8275,0,0,5
1364,T. Noslin,1,1,16.0,75.0,3.7,4.466666666666667,0,0,4
4442,André Franco,1,1,11.0,74.5,4.0,12.614285714285714,0,0,6
156,W. Pacho,1,2,25.0,81.5,26.5,8.80952380952381,0,0,6
4239,P. Schulte,1,0,2.0,71.0,2.0,5.553571428571429,0,0,3
4137,E. Koyuncu,1,0,0.5,66.0,0.375,3.675,0,0,6
4754,O. Schönfelder,1,0,1.0,68.5,1.3,0.8375,0,0,3
1698,L. Cherubini,1,0,5.0,68.0,0.95,14.482000000000001,0,0,3
22,M. Tel,1,1,20.0,81.5,13.0,35.721875000000004,0,0,8
3885,J. Badelj,1,0,2.0,68.5,0.975,1.31875,0,0,5
4116,A. Barišić,1,0,4.0,72.0,2.1,1.7571428571428573,0,0,5
1642,K. Ayhan,1,4,32.0,74.0,3.6,9.030555555555557,0,0,4
3662,J. Fitzpatrick,1,0,0.5,61.0,0.16,0.255,0,0,3
1813,L. Pirola,1,1,13.0,77.0,4.3,4.640909090909091,0,0,5
3324,22 Sílvio,1,2,4.0,67.0,0.525,3.2431818181818177,0,0,3
3457,17 V. Anichebe,2,2,40.0,74.0,3.4,3.171111111111111,0,0,2
4350,J. Rosales,1,0,1.0,65.5,0.775,2.624090909090909,0,0,5
4763,22 N. Touglo,1,0,2.0,63.0,0.375,2.2583333333333333,0,0,4
3824,J. Jantunen,1,0,0.5,66.0,0.45,0.65625,0,0,4
3659,M. Mahop,1,0,0.95,65.0,0.6,0.5625,0,0,6
2905,J. Maja,1,0,27.0,75.5,4.7,1.926923076923077,0,0,4
3471,E. Capoue,2,1,42.0,81.0,12.0,12.007352941176471,0,0,4
5041,J. Dawa,1,4,6.0,68.0,1.1,2.3291666666666666,0,0,3
2509,M. Løvik,1,0,0.75,70.5,1.1,0.902142857142857,0,0,6
2924,A. Caci,2,2,22.0,75.0,4.8,5.7942307692307695,0,0,5
4389,L. Lobato,1,1,6.0,72.5,2.7,2.8899999999999997,0,0,5
2358,A. Gauthier,1,0,0.9,67.5,0.525,2.4805555555555556,0,0,4
326,D. Rice,3,5,150.0,87.5,88.5,26.811666666666667,0,0,6
252,A. Diallo,1,2,57.0,78.5,9.5,15.333870967741936,0,0,5
4497,E. Garnås,1,2,2.0,67.5,0.975,0.6333333333333333,0,0,7
1432,23 S. Oulad M'Hand,1,3,4.0,69.5,0.825,26.811666666666667,0,0,6
2184,21 S. Ruffier,3,0,28.0,79.0,5.5,2.4805555555555556,0,0,11
4972,22 C. Stanley,1,0,9.0,63.5,0.45,15.333870967741936,0,0,4
3629,G. Lozano,1,0,0.5,66.0,0.375,1.365,0,0,4
1319,K. Keben,1,0,5.0,74.5,2.7,4.773076923076923,0,0,4
1450,L. Maina,1,3,21.0,76.5,6.5,5.325,0,0,4
2247,T. Hernes,1,0,2.0,66.5,0.45,16.398076923076925,0,0,4
167,Aleix García,2,4,42.0,84.0,44.5,17.965,0,1,6
2017,J. Mateta,1,1,41.0,77.0,9.5,11.011904761904763,0,0,5
844,G. Ávila,1,2,6.0,73.5,3.0,7.7056818181818185,0,0,6
4214,O. Rosengren,1,0,2.0,72.0,1.7,1.8638888888888887,0,0,5
1567,A. Marušić,2,2,48.0,79.0,15.0,15.7,0,0,9
3046,Córdoba,1,4,12.0,72.0,2.6,1.94,0,0,3
1499,M. Travers,1,0,22.0,75.0,3.5,8.123809523809523,1,0,12
3857,K. Kamara,1,0,0.65,61.5,0.275,1.2520833333333332,0,0,3
888,B. Embolo,2,3,51.0,77.5,12.5,13.135,0,0,5
4358,F. Rüth,1,0,0.7,62.5,0.425,0.5535714285714286,0,0,3
4889,23 Jo Sung Wook,1,0,0.9,58.0,0.17,0.17,0,0,9
3649,F. Przybułek,1,0,0.65,62.0,0.35,0.5333333333333333,0,0,2
4676,N. Ahamada,1,0,13.0,72.5,2.8,11.011904761904763,0,0,4
4508,W. Rivera,1,0,0.75,61.5,0.25,3.45,0,0,3
2425,O. O'Neill,1,0,2.0,69.5,1.2,0.84875,0,0,3
3812,23 D. Çağlarca,1,0,8.0,68.0,1.2,1.5,0,0,5
4561,22 K. Monzialo,1,0,1.0,58.5,0.24,0.7600000000000001,0,0,3
2036,J. Larsson,1,6,18.0,72.5,2.8,2.567857142857143,0,0,5
581,W. Singo,1,2,39.0,81.0,20.5,13.135,0,0,6
3515,16 A. Di Natale,2,5,35.0,77.0,0.85,4.6656249999999995,0,0,13
3924,23 K. Edworthy,1,0,0.5,57.0,0.13,1.0725,0,0,2
2991,G. Hein,1,2,7.0,72.0,2.6,1.625,0,0,7
1521,S. Birindelli,1,0,30.0,77.0,6.0,7.2846153846153845,0,0,5
2477,B. Ihionvien,1,1,1.0,63.0,0.4,0.6416666666666667,0,0,4
3196,F. Acheampong,1,3,11.0,72.0,2.3,1.375,0,0,1
4917,T. Omotoye,1,0,2.0,59.5,0.25,0.43,0,0,3
4086,M. Serbest,1,0,0.5,59.5,0.16,0.5337500000000001,0,0,7
2854,E. Löwen,1,5,9.0,75.5,6.5,3.8833333333333333,0,0,5
2964,A. Harit,2,3,35.0,76.5,9.0,8.677777777777777,0,0,6
1784,C. Zafeiris,1,1,0.9,77.5,8.5,5.066666666666666,0,0,5
4670,E. Green,1,0,3.0,72.0,1.8,2.4805555555555556,0,0,7
3562,S. van der Sloot,1,1,1.0,66.0,0.675,1.43125,0,0,2
3767,C. Nkama,1,0,1.0,61.5,0.3,0.7600000000000001,0,0,9
2134,F. Viviani,1,3,1.0,65.0,0.575,0.8375,0,0,4
2749,J. Guttau,1,3,2.0,69.0,1.4,0.705,0,0,3
980,Valery,1,0,22.0,78.5,11.5,17.965,0,0,9
4764,D. Abiama,1,0,5.0,69.5,1.6,1.452,1,0,4
1363,Javi Llabrés,1,0,9.0,75.0,3.4,10.2875,0,0,5
1593,Willian,3,5,71.0,77.0,4.9,6.167105263157895,0,0,3
3784,B. Parkinson,1,0,6.0,67.0,0.45,16.398076923076925,0,0,2
4010,23 R. Charles-Cook,1,0,0.5,55.0,0.09,0.1366666666666667,0,0,2
3027,B. Valdez,1,4,0.95,74.0,3.5,1.6833333333333333,0,0,3
1248,E. Džeko,3,4,43.0,83.0,12.5,10.398863636363636,0,0,3
3563,E. Ruiz,1,0,0.5,68.5,0.625,2.6314285714285717,0,0,2
4385,K. Hinokio,1,0,1.0,68.5,1.5,1.5,0,0,3
4986,F. Martínez,1,1,4.0,72.0,2.5,7.470535714285715,0,0,4
3509,T. Hall,1,1,0.5,71.0,0.85,25.79090909090909,0,0,8
1766,Andrés Caro,1,2,2.0,69.0,0.875,12.610294117647058,0,0,6
230,A. Kalimuendo,2,0,34.0,77.5,10.5,8.405555555555557,0,0,6
2154,M. Barrow,1,3,18.0,70.0,1.5,15.2125,0,0,3
283,F. Tomori,2,1,84.0,86.0,52.5,27.33409090909091,0,0,7
1763,H. Matriciani,1,3,5.0,71.5,2.0,1.43125,0,0,6
2982,R. Gumny,1,1,15.0,72.0,2.2,5.495588235294117,0,0,6
3993,A. Pepple,1,0,6.0,64.0,0.4,3.1134615384615385,0,0,3
4823,M. Cornejo,1,0,0.5,67.5,1.1,1.2000000000000002,0,0,1
4104,Jair Tavares,1,2,1.0,65.0,0.725,1.4166666666666667,0,0,5
1696,A. Gilchrist,1,0,8.0,71.5,1.2,17.2421875,0,0,5
4160,C. Kavanagh,1,1,2.0,65.0,0.55,0.5375000000000001,0,0,3
3746,M. Kowalczyk,1,0,2.0,71.0,1.2,2.215625,0,0,5
1161,C. Palacios,1,3,11.0,75.5,4.7,2.4916666666666667,0,0,3
1031,D. Sow,2,1,29.0,78.5,16.5,10.485,0,0,6
2525,Daniel Queipo,1,0,3.0,74.0,3.0,2.45,0,0,7
3914,D. Savic,1,0,1.0,68.5,0.6,2.2583333333333333,0,0,7
2616,Joelson Fernandes,1,3,3.0,70.5,1.9,2.0,0,0,4
88,M. Ginter,3,4,43.0,83.0,30.5,10.713333333333333,0,0,5
4471,K. Knap,1,2,2.0,69.5,1.3,1.0125,0,0,6
3873,J. Valverde,1,0,0.5,69.5,1.5,2.2600000000000002,0,0,3
1431,J. Chávez,1,1,15.0,76.5,5.0,11.217857142857143,0,0,5
3359,23 M. Jacobs,1,2,4.0,65.0,0.7,1.2,0,0,4
4319,A. Farouk,1,0,2.0,63.5,0.475,1.143,0,0,4
648,Miranda,1,4,20.0,81.0,21.0,12.610294117647058,0,0,4
1697,M. Diawara,1,0,4.0,74.0,2.4,7.2823529411764705,0,0,5
4179,Luizão,1,0,2.0,66.5,0.85,0.7916666666666666,0,0,4
995,L. Badé,1,3,21.0,80.5,19.5,10.485,0,0,5
1474,M. Diarra,1,0,12.0,74.0,2.8,4.773076923076923,0,0,6
2303,S. Clarke,1,0,0.5,56.5,0.17,0.163,0,0,2
3377,Marcelo,1,5,4.0,70.0,0.275,0.35833333333333334,0,0,3
1118,Tiago Morais,1,0,8.0,75.5,3.3,9.093333333333334,0,0,5
2125,L. Digne,2,3,80.0,79.0,15.5,15.68148148148148,1,0,5
3462,S. Mignolet,3,6,14.0,79.0,1.9,7.3500000000000005,0,0,8
2265,Y. Aradj,1,0,1.0,71.5,0.975,4.773076923076923,0,0,4
3660,M. Hall,1,0,0.85,58.5,0.2,0.775,0,0,3
667,L. Balerdi,2,4,31.0,80.5,19.0,8.677777777777777,0,0,6
1830,K. Sène,1,2,5.0,72.0,2.7,2.7,0,0,4
4374,Calegari,1,0,2.0,74.0,2.8,4.166666666666667,0,0,1
4622,N. Eile,1,1,1.0,71.0,1.3,2.2066666666666666,0,0,4
2865,S. Tigges,1,1,9.0,69.0,1.5,5.325,0,0,5
4027,R. Bowden,1,0,0.5,57.0,0.16,0.163,0,0,6
4341,Hugo Sotelo,1,0,3.0,69.5,1.1,6.904411764705882,0,0,4
4175,P. Beach,1,0,0.65,62.5,0.3,1.7333333333333334,0,0,4
4441,J. Idzes,1,1,2.0,71.0,1.7,1.8714285714285714,0,0,5
2243,J. Danns,1,0,4.0,72.0,1.2,21.95926829268293,0,0,4
900,G. Mancini,2,4,80.0,83.5,36.5,14.482000000000001,0,0,8
2350,Víctor Aznar,1,0,3.0,69.5,1.0,4.890909090909091,0,0,7
3846,K. Bilalovic,1,0,0.5,61.5,0.24,0.39666666666666667,0,0,6
435,P. Reyna,1,2,0.5,71.5,2.0,1.95,0,0,9
4284,L. Marquines,1,0,0.75,72.0,1.5,3.3428571428571425,0,0,4
4592,M. Lazo,1,0,0.5,71.5,1.7,1.95,0,0,5
3119,K. Baldé,2,3,9.0,72.0,2.4,3.5200000000000005,0,0,4
3944,G. Barrett,1,0,0.5,55.0,0.08,0.17250000000000001,0,0,2
2423,23 S. Vulikić,1,1,0.8,68.0,1.2,1.2,0,0,3
1414,I. Schmidt,1,2,6.0,73.0,2.4,2.305,0,0,6
4434,N. Noll,1,0,2.0,64.0,0.35,7.265625,0,0,7
1104,D. Tebili,1,0,0.75,70.0,0.825,1.45625,0,0,4
325,Dodô,1,1,39.0,79.0,14.0,11.290277777777778,0,0,6
345,Matheus Cunha,2,3,68.0,81.0,25.5,8.334999999999999,0,0,5
2831,Jeon Jin Woo,1,3,0.85,63.0,0.4,0.5842857142857143,0,0,9
3389,22 F. Delph,2,2,58.0,75.0,3.9,7.470535714285715,0,0,4
23,A. Gray,1,1,4.0,79.0,5.5,5.6796875,0,0,8
1,M. El Arouch,1,2,5.0,73.5,2.0,7.2823529411764705,0,0,4
2939,Paik Seung Ho,1,8,15.0,73.5,3.6,1.9719230769230771,0,0,3
3002,M. Eggestein,2,1,23.0,75.5,6.0,10.713333333333333,0,0,5
708,Iago Aspas,3,7,35.0,84.0,18.0,6.904411764705882,0,1,11
3171,18 A. Davey,1,0,2.0,62.0,0.16,0.2975,0,0,5
5008,23 T. Monyane,1,0,0.5,69.5,1.5,1.2125,0,0,6
4329,T. De Barr,1,1,2.0,61.0,0.325,0.40625,0,0,4
555,K. Schade,1,2,29.0,77.0,5.5,8.309999999999999,0,0,6
1835,Aitor Paredes,1,1,21.0,79.0,13.5,17.104347826086954,0,0,11
2111,M. Borja,1,0,21.0,76.0,7.5,4.885714285714286,0,0,4
3963,Jota Pereira,1,0,1.0,65.0,0.55,3.2431818181818177,0,0,4
4241,J. Rich-Baghuelou,1,1,2.0,63.0,0.35,0.263,0,0,4
