,Name,Age,Growth,Weak foot,Skill moves,International reputation,Number of playstyles,Wage_thous(€),Avg_Rating,Total_movement,Total_power,Total_defending,Avg_stats,Value_mill(€),TotalAttSkiMent,Team,Body type_Unique,PlayStyles +_Unique playstyles+,ContLength,ContRemaining,AttDef
2365,F. Soelle Soelle,17,17,2,2,1,0,0.7,69.5,60.8,61.6,29.666666666666668,54.0,0.825,50.111111111111114,1.4125,0,0,4,4,1.5
1772,A. Al Dakhil,21,9,3,2,1,0,21.0,76.5,66.2,57.6,72.0,59.5,4.9,47.1,4.2375,0,0,4,3,1.5
2219,S. Duffy,31,0,3,2,1,2,25.0,73.0,40.8,63.2,72.66666666666667,54.333333333333336,2.1,51.888888888888886,3.1,0,0,4,3,1.0
910,Igor Thiago,22,6,3,2,1,0,21.0,78.0,65.6,80.4,32.333333333333336,64.83333333333333,9.0,61.42222222222222,7.3500000000000005,0,0,5,4,2.0
4215,23 C. Magallán,24,3,4,3,1,0,0.5,66.5,70.8,64.2,51.666666666666664,62.333333333333336,0.975,58.47777777777778,0.975,0,0,2,-1,1.0
1715,K. Arriaga,25,4,2,2,1,1,3.0,69.0,60.0,67.2,62.666666666666664,61.166666666666664,1.3,56.92222222222222,2.624090909090909,0,0,7,5,1.5
3442,João Moutinho,36,0,4,3,3,4,11.0,76.0,57.4,66.6,67.0,65.5,2.4,74.92222222222222,7.761538461538462,0,0,3,2,1.0
4746,Mortimer,22,8,4,3,1,0,5.0,69.0,72.8,54.4,17.333333333333332,54.333333333333336,1.6,53.25555555555555,4.322222222222222,0,0,2,1,1.0
1691,I. Jenner,19,13,3,3,1,0,1.0,67.5,66.4,58.0,58.333333333333336,59.166666666666664,0.725,53.644444444444446,1.8093750000000002,0,0,6,3,1.0
5000,B. Fazliji,24,7,2,2,1,0,2.0,68.5,62.4,61.2,65.33333333333333,60.333333333333336,1.3,52.02222222222222,2.305,0,0,5,4,1.0
2730,B. Cabango,23,7,2,2,1,0,14.0,74.5,60.0,57.0,72.0,55.0,3.5,43.1,2.2916666666666665,0,0,8,2,1.0
2255,D. Peretz,22,9,3,1,1,0,21.0,76.5,42.8,44.2,10.333333333333334,64.66666666666667,4.6,17.066666666666666,35.721875000000004,0,0,6,5,1.0
4018,N. Thomas,20,11,3,3,1,2,3.0,71.5,71.0,54.8,26.333333333333332,58.666666666666664,1.9,56.388888888888886,1.6,0,0,4,3,1.0
520,E. Konsa,25,2,3,2,2,4,77.0,81.0,74.8,66.6,81.66666666666667,70.5,23.5,62.13333333333333,15.68148148148148,0,0,10,5,1.0
3519,Nani,36,0,5,4,3,3,9.0,73.0,69.6,72.8,27.666666666666668,65.83333333333333,1.0,71.94444444444444,2.5,0,0,2,1,0.5
5001,E. Kardeşler,29,0,2,1,1,1,8.0,71.0,41.0,38.6,10.0,64.83333333333333,1.3,17.266666666666666,2.0,0,0,5,3,1.0
3979,S. Giovane,20,13,3,3,1,0,1.0,71.5,72.0,62.4,60.333333333333336,64.5,1.7,60.93333333333334,1.7125000000000001,0,0,6,2,1.5
3373,21 David Luiz,33,0,3,3,4,3,76.0,79.0,62.4,74.4,78.33333333333333,70.33333333333333,8.5,71.47777777777777,26.811666666666667,0,0,3,-2,1.0
2606,E. Elmalı,22,5,2,2,1,4,22.0,73.5,74.0,66.0,66.66666666666667,65.16666666666667,2.7,57.67777777777778,4.4312499999999995,0,0,6,4,1.5
4590,F. González,22,9,3,3,1,0,6.0,72.5,72.6,56.6,24.333333333333332,58.166666666666664,2.7,56.73333333333333,2.725,0,0,6,1,1.0
3823,J. Hofmann,21,8,3,2,1,0,1.0,62.0,64.8,49.4,53.0,52.166666666666664,0.425,43.666666666666664,1.7166666666666666,0,0,6,5,1.0
1946,M. Nadé,24,5,2,2,1,2,5.0,72.5,49.0,59.6,69.0,51.833333333333336,2.2,46.300000000000004,2.4805555555555556,0,0,8,1,0.5
282,Rodri,27,2,4,3,4,6,260.0,91.0,71.2,87.0,85.66666666666667,80.5,129.5,79.78888888888889,42.38637931034482,0,1,9,4,2.0
2954,K. Amian,25,2,3,2,1,2,15.0,73.0,74.0,70.2,70.0,67.16666666666667,2.7,59.46666666666667,3.815,0,0,5,5,1.0
4227,Gerard Yepes,20,13,3,2,1,0,0.75,71.5,68.0,53.2,64.33333333333333,59.833333333333336,1.6,59.27777777777778,1.7194444444444446,0,0,5,2,0.5
1850,J. Ngakia,22,4,2,2,1,0,13.0,71.0,69.6,49.6,69.0,58.5,1.9,49.86666666666667,1.6838888888888888,0,0,5,1,1.5
3497,Jacobo,18,14,3,2,1,0,6.0,70.0,59.6,52.6,65.33333333333333,50.166666666666664,1.0,39.25555555555555,37.88035714285714,0,0,6,5,1.0
3643,M. Tomič,24,3,4,2,1,0,0.75,73.5,72.4,70.6,65.66666666666667,68.5,3.0,64.38888888888889,5.066666666666666,0,0,4,3,1.5
4628,23 J. Orozco,21,8,2,2,1,0,0.5,65.0,63.4,61.4,21.0,53.0,0.75,49.65555555555556,1.365,0,0,3,-1,1.0
1075,T. Cairney,32,0,2,3,1,3,66.0,76.0,67.2,70.2,60.666666666666664,68.66666666666667,6.0,72.65555555555557,6.167105263157895,0,0,11,2,0.5
3550,Y. Akçiçek,17,18,3,2,1,0,0.5,67.0,60.2,51.2,56.0,50.833333333333336,0.475,39.355555555555554,10.398863636363636,0,0,4,3,1.5
3259,T. Haye,28,0,2,3,1,8,7.0,72.0,64.0,66.0,58.666666666666664,64.33333333333333,2.3,69.14444444444445,3.28,0,0,3,1,0.5
4357,A. Martha,19,11,2,3,1,0,2.0,69.5,73.4,47.2,53.666666666666664,60.5,1.2,58.53333333333333,7.7056818181818185,0,0,6,1,1.0
601,Tiago Santos,20,8,3,3,1,0,19.0,79.0,77.2,66.0,73.66666666666667,69.5,12.0,63.22222222222223,9.093333333333334,0,0,6,5,1.5
3740,R. Sagrado,19,13,3,2,1,0,2.0,71.5,68.8,51.4,59.0,59.0,1.6,50.46666666666667,1.4916666666666665,0,0,5,2,1.0
1529,Michael,27,0,2,4,1,4,36.0,76.0,88.6,66.8,19.0,64.66666666666667,8.0,60.87777777777779,23.802,0,0,3,1,1.0
3007,Daniel Podence,27,0,4,4,1,3,56.0,76.0,82.8,56.0,33.666666666666664,62.5,8.0,64.39999999999999,8.334999999999999,0,0,5,1,1.5
1309,M. Neuer,37,0,4,1,5,6,55.0,87.0,53.6,56.8,12.666666666666666,80.0,9.0,33.86666666666667,35.721875000000004,1,0,15,2,1.0
2972,S. Singh,24,2,3,3,1,4,5.0,68.0,72.2,59.4,46.333333333333336,62.0,1.3,62.855555555555554,0.8875,0,0,4,3,1.0
1399,E. Anderson,20,8,4,3,1,1,53.0,78.0,77.0,73.4,65.33333333333333,71.83333333333333,9.0,68.8888888888889,16.398076923076925,0,0,8,3,2.0
1800,Pacheco,22,10,3,2,1,0,15.0,76.0,54.8,51.4,71.66666666666667,52.333333333333336,3.9,45.0,13.283695652173913,0,0,7,4,0.5
2211,M. James,31,0,3,3,1,1,17.0,70.0,58.2,67.8,66.0,64.33333333333333,1.1,65.9888888888889,1.3587500000000001,0,0,4,1,1.0
4052,O. Wiklöf,20,9,3,2,1,1,0.85,67.5,62.2,58.0,49.666666666666664,59.0,1.0,54.77777777777778,0.65625,0,0,3,1,1.0
2817,Dani Raba,27,0,3,4,1,2,11.0,73.0,62.6,66.6,38.0,63.5,3.2,66.76666666666667,2.565,0,0,3,1,1.0
245,E. Nketiah,24,4,3,3,1,1,78.0,78.0,77.6,70.2,19.333333333333332,63.333333333333336,11.0,62.15555555555556,26.811666666666667,0,0,12,4,1.5
1085,S. Haller,29,0,3,3,3,5,63.0,81.0,67.0,78.2,52.333333333333336,68.5,25.5,69.28888888888889,21.90416666666667,0,0,5,3,1.0
1259,D. Burn,31,0,3,2,2,2,85.0,78.0,47.2,65.2,77.66666666666667,63.0,9.5,59.82222222222223,16.398076923076925,0,0,4,2,1.5
2809,S. Benda,24,6,3,1,1,2,14.0,70.0,39.0,38.6,8.666666666666666,61.0,1.3,14.288888888888891,6.167105263157895,0,0,4,3,1.0
3801,I. Hughes,19,13,3,2,1,1,0.5,61.5,59.6,54.6,53.666666666666664,51.333333333333336,0.275,44.21111111111111,0.6166666666666667,0,0,3,2,1.0
2165,C. Günter,30,0,2,3,2,5,31.0,79.0,72.8,77.6,74.33333333333333,72.83333333333333,15.0,66.4888888888889,10.713333333333333,0,0,16,4,1.5
1328,P. Dahbo,17,21,3,3,1,0,0.5,70.5,70.4,61.4,45.666666666666664,60.666666666666664,0.775,56.01111111111111,1.44375,0,0,6,4,1.5
3684,Óscar Aranda,21,12,4,4,1,0,3.0,73.0,69.2,56.2,26.333333333333332,58.166666666666664,2.5,57.388888888888886,4.214285714285714,0,0,4,3,0.5
4501,P. Weah,19,13,4,4,1,2,0.8,65.5,68.4,55.0,20.0,53.0,0.525,45.46666666666667,2.624090909090909,0,0,4,1,1.0
1098,J. Tauriainen,19,16,4,2,1,0,7.0,67.0,62.0,60.4,53.333333333333336,60.5,0.575,58.08888888888888,17.2421875,0,0,6,3,1.5
4928,R. Caicedo,33,0,3,3,1,0,0.5,67.0,68.6,60.2,64.66666666666667,64.16666666666667,0.525,56.03333333333333,0.975,0,0,9,2,1.5
3124,S. Widmer,30,0,3,3,2,1,23.0,75.0,74.2,76.4,69.33333333333333,71.5,4.8,66.7,5.7942307692307695,0,0,6,3,1.5
1999,J. Brekalo,25,2,4,4,2,2,1.0,77.0,78.2,66.4,39.0,65.83333333333333,9.5,68.04444444444445,5.2,0,0,4,3,1.0
4339,23 Pablo Gálvez,20,13,3,2,1,0,4.0,69.5,61.4,63.0,14.0,53.0,1.2,50.54444444444445,10.2875,0,0,6,0,1.0
3989,23 Aldair Neves,22,8,3,3,1,0,2.0,68.0,64.0,50.2,66.33333333333333,55.833333333333336,1.3,50.300000000000004,1.3,0,0,4,2,1.0
2177,14 F. Adu,24,2,2,4,2,2,8.0,69.0,73.2,55.4,23.666666666666668,58.0,0.85,56.644444444444446,1.025,0,0,1,-10,0.5
500,E. Tapsoba,24,4,3,2,2,3,49.0,83.0,71.6,69.0,81.0,71.16666666666667,33.0,63.155555555555566,28.45921052631579,0,0,9,5,1.0
3731,I. Bowat,20,8,3,2,1,1,3.0,72.0,53.4,58.6,67.66666666666667,55.333333333333336,2.5,47.22222222222222,1.5125,0,0,5,2,1.5
1580,T. Minamino,28,0,4,3,1,1,57.0,79.0,82.4,69.0,35.333333333333336,69.0,17.5,71.6111111111111,13.135,0,0,5,3,1.5
3428,19 Juanfran,33,0,3,3,3,0,50.0,80.0,75.2,68.6,78.66666666666667,73.16666666666667,5.5,69.31111111111112,20.312037037037037,0,0,9,-4,1.5
4238,M. Ryneš,22,6,3,2,1,0,0.65,75.0,72.6,77.8,64.66666666666667,71.0,3.5,67.47777777777777,6.744642857142857,0,0,9,5,1.0
2959,N. D'Agostino,25,3,4,2,1,4,2.0,69.5,78.6,75.8,32.0,65.33333333333333,1.6,59.43333333333334,1.4000000000000001,0,0,4,3,1.5
3843,A. Cerda,17,19,3,2,1,0,0.5,65.5,59.0,56.2,14.333333333333334,47.833333333333336,0.35,43.91111111111112,2.3857142857142857,0,0,6,5,1.0
3103,C. Dawson,27,2,2,1,1,1,5.0,68.0,53.4,45.2,18.666666666666668,63.0,0.925,25.444444444444443,1.16875,0,0,12,1,1.0
4958,A. Sher,20,13,3,3,1,0,0.85,69.5,72.6,56.6,57.333333333333336,59.5,1.2,53.93333333333334,0.9916666666666667,0,0,3,3,1.0
1778,E. Cashin,21,6,3,2,1,4,6.0,73.0,62.0,64.0,69.0,60.166666666666664,2.3,54.22222222222222,2.9,0,0,10,4,1.5
4290,Magunazelaia,21,11,3,3,1,0,5.0,68.5,71.4,62.4,47.0,61.166666666666664,1.1,58.22222222222222,13.283695652173913,0,0,5,3,1.0
1768,A. Brown,21,9,3,3,1,1,9.0,74.5,69.0,67.2,63.0,67.0,3.6,58.28888888888889,2.725,0,1,5,4,1.5
1755,I. Hien,24,5,3,2,1,2,35.0,79.5,62.8,63.2,76.0,61.833333333333336,14.5,49.63333333333333,16.893055555555556,0,0,5,5,1.0
4638,21 M. Awad,23,8,3,2,1,0,2.0,64.0,60.6,57.6,14.666666666666666,49.166666666666664,0.55,45.15555555555556,0.9821428571428571,0,0,7,0,1.0
4849,S. Hansen,21,10,4,4,1,3,4.0,73.0,77.6,61.4,27.0,60.833333333333336,2.7,58.17777777777778,2.375,0,0,5,4,1.5
2769,R. Crichlow,24,7,2,2,1,2,2.0,66.5,59.2,55.8,62.0,55.0,0.9,46.77777777777778,1.306875,0,0,3,2,1.0
1223,L. Bolton,23,4,3,3,1,4,4.0,66.0,78.0,64.6,52.666666666666664,64.0,0.775,57.300000000000004,0.7150000000000001,0,0,3,3,1.5
470,M. Maignan,27,3,4,1,3,5,90.0,88.5,57.0,55.4,19.333333333333332,79.83333333333333,78.0,33.52222222222222,27.33409090909091,0,0,6,3,1.0
3034,Rodri Tarín,26,3,3,2,1,4,4.0,69.5,63.4,64.0,67.33333333333333,59.5,1.4,47.5,1.7399999999999998,0,0,4,2,1.0
3063,C. Akolo,28,0,3,4,1,3,10.0,72.0,85.8,71.8,26.333333333333332,65.83333333333333,2.4,62.36666666666667,2.305,0,0,3,1,1.5
1744,Joan García,22,10,3,1,1,1,3.0,74.0,47.0,41.2,11.333333333333334,63.0,2.7,18.377777777777776,3.5200000000000005,0,0,9,5,1.0
1752,Yang Hyun Jun,21,11,4,4,1,2,19.0,74.5,76.2,66.0,36.666666666666664,63.0,3.1,61.48888888888889,5.626785714285714,0,0,6,5,1.5
1367,A. Ezzalzouli,21,10,3,4,1,2,15.0,79.0,79.0,62.2,28.333333333333332,63.0,9.5,60.26666666666667,12.610294117647058,0,0,6,5,1.0
34,J. Bellingham,20,4,4,4,4,5,230.0,90.0,82.2,82.2,77.66666666666667,82.0,128.5,79.67777777777776,37.88035714285714,0,1,7,6,2.0
4576,G. Martins,29,0,4,2,1,0,0.65,56.0,62.2,64.8,48.666666666666664,57.166666666666664,0.12,48.1,0.365,0,0,5,4,1.5
2717,Jaime Seoane,26,1,3,3,1,1,8.0,72.5,74.4,74.4,64.66666666666667,71.66666666666667,2.7,70.91111111111111,1.7399999999999998,0,0,5,4,1.0
4636,A. Hirtlreiter,20,12,3,3,1,0,0.5,64.0,74.8,43.2,29.0,51.333333333333336,0.5,46.855555555555554,0.6812499999999999,0,0,5,1,1.0
3061,T. James,27,0,4,2,1,4,2.0,63.0,67.8,72.2,57.0,62.833333333333336,0.475,59.111111111111114,0.84875,0,0,4,1,1.0
4989,E. Busquets,22,8,3,2,1,0,0.5,70.0,69.4,60.2,63.333333333333336,60.166666666666664,1.8,54.211111111111116,4.885714285714286,0,0,1,0,0.5
4562,E. Sevikyan,21,10,4,3,1,0,0.5,71.0,66.6,60.0,28.666666666666668,58.0,1.9,58.711111111111116,2.7142857142857144,0,0,5,5,1.0
2451,D. Eid,24,5,3,2,1,3,2.0,67.5,66.8,68.4,58.666666666666664,62.333333333333336,1.0,53.48888888888889,0.7799999999999999,0,0,3,1,1.5
1989,R. Doan,25,1,3,4,2,3,27.0,77.5,83.4,66.0,39.0,66.83333333333333,12.5,66.41111111111111,10.713333333333333,0,0,5,3,1.0
3434,22 A. Akinfenwa,39,0,3,2,1,3,2.0,64.0,48.0,61.0,32.0,53.5,0.2,56.76666666666667,0.40625,1,0,7,-1,0.0
565,N. Füllkrug,30,0,4,3,2,3,60.0,81.0,66.6,80.8,39.0,69.0,25.5,73.42222222222223,21.90416666666667,0,0,4,3,1.5
3484,16 B. Hangeland,34,0,3,2,2,1,15.0,72.0,37.0,57.2,73.66666666666667,52.0,0.65,45.13333333333333,11.011904761904763,0,0,3,-7,1.0
3424,B. Dost,34,0,3,2,2,3,11.0,73.0,44.2,73.2,38.333333333333336,59.5,1.5,64.8,2.375,0,0,2,1,0.5
104,F. Wirtz,20,5,4,4,3,6,77.0,89.5,84.0,69.4,50.333333333333336,73.83333333333333,118.5,75.15555555555557,28.45921052631579,0,0,8,4,1.5
1969,Junior Firpo,26,1,3,3,2,2,31.0,73.5,67.0,67.8,69.33333333333333,68.5,3.3,64.77777777777777,5.6796875,0,0,5,2,1.5
3225,M. Bennett,26,0,3,3,1,2,3.0,67.0,72.0,68.6,37.333333333333336,63.833333333333336,1.1,61.02222222222222,0.7562500000000001,0,0,3,2,1.5
895,N. Pépé,28,0,2,4,2,4,53.0,78.0,82.6,72.8,33.333333333333336,69.5,14.0,70.77777777777777,4.4312499999999995,1,0,2,1,1.0
2579,B. Zainutdinov,25,1,3,3,1,0,11.0,69.5,70.8,68.6,61.333333333333336,66.83333333333333,1.7,64.16666666666667,3.7982142857142853,0,0,5,4,1.5
2345,D. Håkans,22,9,5,4,1,1,2.0,70.5,80.4,59.0,27.0,59.333333333333336,1.9,53.46666666666667,0.6964285714285714,0,0,4,3,1.5
599,A. Giay,19,12,3,2,1,0,5.0,77.0,72.2,62.8,68.33333333333333,66.66666666666667,4.3,60.63333333333333,3.2399999999999998,0,0,7,3,1.0
3982,M. Mbaye,25,6,4,2,1,0,14.0,73.0,52.6,55.4,71.66666666666667,55.0,2.2,49.08888888888888,4.890909090909091,0,0,8,1,1.0
3654,S. Rubežić,23,7,3,2,1,2,3.0,70.5,56.0,60.0,65.33333333333333,52.833333333333336,1.9,39.166666666666664,2.096875,0,0,4,3,1.0
3595,J. Kügel,26,0,3,2,1,0,2.0,60.0,57.8,59.6,21.0,51.0,0.275,47.73333333333333,1.025,0,0,3,2,1.0
1742,N. Cobb,17,18,2,2,1,0,0.5,67.0,59.6,48.8,64.33333333333333,47.5,0.475,34.48888888888889,9.6675,0,0,3,2,1.0
806,H. Meister,19,12,3,2,1,0,0.6,64.0,60.0,61.8,21.666666666666668,51.5,0.475,47.44444444444445,0.9916666666666667,0,0,4,3,0.5
2381,J. Low,21,5,2,2,1,1,2.0,66.5,45.6,53.6,61.666666666666664,49.333333333333336,0.825,39.92222222222222,0.40625,0,0,3,2,1.0
4976,S. Pierotti,22,7,3,3,1,1,8.0,72.5,70.0,69.6,61.666666666666664,67.5,2.8,64.8888888888889,4.803571428571429,0,0,4,4,1.5
1387,Peque,20,11,4,3,1,0,5.0,76.5,74.8,59.6,38.666666666666664,61.666666666666664,4.1,62.94444444444445,3.204166666666666,0,0,4,2,1.5
95,B. Verbruggen,20,10,3,1,1,0,30.0,80.0,56.8,46.4,14.333333333333334,70.83333333333333,10.5,18.033333333333335,7.848958333333333,0,0,6,5,1.0
2445,B. Bender,22,9,3,3,1,0,2.0,68.5,62.8,59.8,41.0,59.0,1.3,57.800000000000004,3.29375,0,0,3,1,1.5
4656,E. Batalla,22,9,3,3,1,1,0.6,70.5,73.6,57.6,27.333333333333332,58.5,1.9,53.22222222222222,1.3624999999999998,0,0,1,1,1.0
1091,Joan González,21,9,3,3,1,1,8.0,75.5,61.6,72.8,51.0,66.16666666666667,4.2,65.62222222222222,4.803571428571429,0,0,6,4,1.0
2552,Álex Cardero,19,13,4,4,1,2,1.0,69.5,70.6,53.6,51.666666666666664,60.333333333333336,1.1,59.55555555555555,1.7399999999999998,0,0,7,3,1.5
4535,22 M. Yumiba,19,12,3,2,1,0,0.5,62.0,61.6,51.6,53.666666666666664,54.0,0.325,47.800000000000004,0.325,0,0,3,0,1.0
2889,F. Wagner,25,4,3,2,1,2,1.0,67.0,65.6,70.6,61.666666666666664,63.666666666666664,0.9,55.800000000000004,0.835,0,0,4,1,2.0
4074,23 Ning Hao,37,0,2,2,1,0,1.0,48.0,61.6,46.8,38.0,48.833333333333336,0.015,46.44444444444445,0.08166666666666667,0,0,3,1,1.0
1949,A. Karazor,26,0,3,2,1,1,21.0,75.0,55.2,60.0,75.33333333333333,60.666666666666664,5.5,55.37777777777777,9.601315789473684,0,0,8,3,0.5
415,T. Kroos,33,0,5,3,4,8,260.0,87.0,65.2,76.4,68.33333333333333,74.0,49.0,81.41111111111111,37.88035714285714,0,1,11,1,1.0
4890,S. McClelland,21,11,2,2,1,0,1.0,68.5,51.8,59.0,61.666666666666664,50.0,1.0,40.31111111111111,0.6175,0,0,3,2,0.5
2337,V. Udoh,18,16,4,2,1,1,2.0,69.0,77.2,59.8,14.333333333333334,57.0,0.825,51.08888888888888,3.627083333333333,0,0,6,5,1.0
2618,U. Güneş,23,6,3,2,1,1,15.0,71.0,65.4,62.6,62.666666666666664,62.5,1.9,58.355555555555554,4.4312499999999995,0,0,5,4,1.5
224,T. Adarabioyo,25,5,3,2,1,3,58.0,78.5,64.4,59.4,77.0,62.666666666666664,10.0,51.71111111111111,6.167105263157895,0,0,5,1,0.5
4174,23 Quintela,21,8,3,1,1,0,1.0,64.0,29.6,36.6,10.333333333333334,53.166666666666664,0.475,15.933333333333332,8.58392857142857,0,0,2,0,1.0
3088,I. Cissé,27,0,2,2,1,1,0.75,72.0,70.0,63.2,70.66666666666667,63.333333333333336,2.2,56.28888888888889,2.7142857142857144,0,0,6,5,0.5
1853,A. Pitu,21,9,4,3,1,4,2.0,70.5,76.0,59.4,29.0,59.333333333333336,1.9,58.70000000000001,1.45625,0,0,5,4,0.5
3760,N. Pisilli,18,17,3,2,1,0,3.0,68.5,60.2,57.8,52.0,57.5,0.625,56.144444444444446,14.482000000000001,0,0,5,3,1.0
1109,N. Patterson,21,7,2,2,1,5,18.0,75.5,72.8,63.8,71.66666666666667,65.66666666666667,4.5,58.06666666666666,7.470535714285715,0,0,6,4,1.5
1680,O. Diakité,19,10,3,2,1,0,11.0,77.0,72.6,71.0,14.666666666666666,61.166666666666664,5.0,60.43333333333334,7.685714285714285,0,0,6,5,1.0
2594,M. Samoise,21,7,3,3,1,1,11.0,74.5,71.6,70.2,65.0,68.66666666666667,3.8,63.26666666666667,2.725,0,0,6,2,2.0
3900,J. Dunsby,23,5,4,3,1,1,1.0,66.5,73.6,60.6,27.666666666666668,58.0,0.875,53.800000000000004,0.521875,0,0,3,2,2.0
4758,O. Traoré,25,2,3,3,1,1,21.0,74.0,75.2,68.2,70.33333333333333,67.83333333333333,3.5,58.08888888888888,4.6499999999999995,0,0,4,3,1.5
3294,C. Jenkinson,31,0,2,2,1,2,0.7,63.0,63.2,63.0,60.333333333333336,61.333333333333336,0.35,57.97777777777778,0.35,0,0,3,1,1.0
2457,H. Røsten,18,14,3,2,1,0,0.5,67.0,50.6,53.2,58.333333333333336,50.0,0.525,41.96666666666667,1.05,0,0,6,4,1.0
3179,D. Lazović,32,0,4,3,1,2,25.0,75.0,77.6,69.2,65.0,70.5,4.5,70.28888888888889,4.466666666666667,0,0,6,1,1.0
1640,Patric,30,0,3,2,1,2,38.0,76.0,70.2,68.0,77.0,68.5,6.0,62.42222222222222,15.7,0,0,13,4,1.5
269,Oyarzabal,26,0,3,3,3,3,54.0,83.0,77.4,73.4,39.0,71.16666666666667,39.5,75.18888888888888,13.283695652173913,0,0,15,5,1.5
3435,23 F. Ribéry,39,0,5,5,4,4,21.0,76.0,69.8,56.4,27.333333333333332,63.166666666666664,2.6,72.03333333333333,4.640909090909091,0,0,3,0,0.5
639,C. Kouamé,25,3,4,3,1,1,51.0,78.5,77.2,74.4,34.666666666666664,68.66666666666667,14.0,67.03333333333333,11.290277777777778,0,0,5,1,2.0
2315,M. Fernandez-Pardo,18,16,3,3,1,0,2.0,70.0,68.4,56.6,27.0,56.333333333333336,1.0,53.86666666666667,2.725,0,0,4,3,1.0
651,N. Pérez,23,6,3,2,1,4,13.0,78.0,58.2,56.0,78.0,55.166666666666664,8.0,46.15555555555556,4.6656249999999995,0,0,6,4,1.5
3120,E. Méndez,34,0,3,2,1,2,5.0,68.0,50.0,73.2,64.33333333333333,60.833333333333336,0.4,56.71111111111111,1.0,0,0,2,2,1.0
507,Đ. Petrović,23,7,2,1,1,0,53.0,80.5,48.0,48.6,13.666666666666666,69.66666666666667,18.0,23.833333333333332,17.2421875,0,0,8,7,1.0
3184,Hwang Ui Jo,30,0,4,3,2,3,12.0,72.0,72.0,75.6,36.666666666666664,66.66666666666667,2.3,66.71111111111112,1.60625,0,0,1,1,1.5
4293,23 Y. Martínez,20,12,3,3,1,1,0.5,70.0,70.2,62.4,58.333333333333336,63.5,1.4,57.57777777777778,0.7999999999999999,0,0,3,0,1.0
2171,G. Fernández,31,0,3,3,1,4,18.0,75.0,71.6,68.0,66.0,69.33333333333333,4.6,68.85555555555555,5.307142857142857,0,0,3,1,1.0
117,Dani Olmo,25,3,4,4,3,8,71.0,84.5,78.8,68.8,48.0,70.16666666666667,48.0,74.10000000000001,28.642857142857142,0,0,8,4,1.5
4959,J. Bergström,28,0,3,2,1,1,1.0,63.0,55.6,71.8,32.0,57.333333333333336,0.5,52.144444444444446,0.7208333333333333,0,0,4,3,1.5
1695,M. Dibley-Dias,19,16,3,2,1,0,6.0,66.0,71.0,56.0,52.0,59.666666666666664,0.525,58.25555555555555,6.167105263157895,0,0,7,4,1.5
2689,J. Persson,21,11,2,3,1,1,1.0,70.5,73.0,61.6,15.0,58.166666666666664,1.6,53.93333333333334,0.915,0,0,8,3,1.5
4267,K. Zedadka,23,6,2,2,1,0,0.75,64.0,68.8,52.6,57.666666666666664,58.666666666666664,0.475,54.91111111111112,1.7125000000000001,0,0,2,1,1.5
170,Ferran Torres,23,5,4,4,3,2,165.0,85.5,82.8,76.2,29.0,71.66666666666667,55.0,74.24444444444445,30.885714285714283,0,0,6,4,1.5
383,Unai Simón,26,1,3,1,3,3,38.0,85.5,52.4,52.8,13.666666666666666,77.0,47.5,23.655555555555555,17.104347826086954,0,0,11,2,1.0
3693,A. Singh,19,13,3,2,1,0,0.5,54.5,60.2,50.2,13.0,43.333333333333336,0.11,38.47777777777778,0.2925,0,0,4,3,1.0
1979,Diogo Gonçalves,26,1,4,4,1,3,17.0,72.5,78.2,71.6,60.666666666666664,71.83333333333333,2.7,70.36666666666666,2.567857142857143,0,0,4,3,1.5
1865,22 Joel López,19,17,3,2,1,0,6.0,69.5,67.0,53.0,57.666666666666664,56.833333333333336,0.825,50.26666666666667,26.811666666666667,0,0,4,-1,1.5
3276,J. Guidetti,31,0,3,3,2,0,3.0,65.0,54.4,68.8,32.0,57.333333333333336,0.6,63.55555555555555,1.0550000000000002,0,0,4,2,1.0
3680,J. Paluska,18,12,2,2,1,0,0.5,68.0,63.6,56.8,62.333333333333336,53.833333333333336,0.875,45.0,3.183333333333333,0,0,5,4,1.0
1692,K. Sano,19,14,3,3,1,0,2.0,73.0,74.2,54.4,51.0,60.833333333333336,2.0,57.58888888888888,2.375,0,0,6,5,2.0
2052,K. Dowell,25,1,3,3,1,2,33.0,72.5,67.4,65.2,37.333333333333336,62.5,2.8,66.57777777777778,4.0673076923076925,0,0,4,3,0.5
1471,Z. Aboukhlal,23,6,5,4,1,4,19.0,78.0,80.2,76.0,43.666666666666664,69.66666666666667,9.0,63.68888888888889,4.773076923076923,0,0,5,3,1.5
4790,23 D. Petrovič,24,5,3,2,1,0,8.0,69.5,69.2,65.0,59.0,63.833333333333336,1.4,59.18888888888889,1.9159090909090908,0,0,4,0,1.0
3212,T. Vaclík,34,0,3,1,1,2,6.0,73.0,49.8,49.0,18.666666666666668,66.83333333333333,0.525,24.95555555555556,1.1214285714285714,0,0,1,1,1.0
4643,S. Tovide,19,11,2,3,1,1,1.0,66.5,74.8,70.2,37.333333333333336,62.0,0.725,54.02222222222222,0.6416666666666667,0,0,7,3,2.0
4136,R. Mundle,20,11,3,3,1,0,6.0,69.5,73.0,55.6,37.666666666666664,58.833333333333336,1.3,54.91111111111112,3.171111111111111,0,0,5,5,1.5
2619,D. Maldonado,25,5,2,2,1,0,7.0,71.5,57.4,57.4,68.66666666666667,53.5,1.8,42.91111111111112,1.31875,0,0,3,1,1.0
